,_batch_annotation,_labels_annotation,_ref_subsample,_dataset,n_counts,subsampled_labels,_scvi_batch,_scvi_labels,popv_knn_on_scvi_prediction,popv_knn_on_scvi_prediction_probabilities,popv_scanvi_prediction,popv_scanvi_prediction_probabilities,popv_svm_prediction,popv_svm_prediction_probabilities,popv_rf_prediction,popv_rf_prediction_probabilities,popv_celltypist_prediction,popv_celltypist_prediction_probabilities,popv_majority_vote_prediction,popv_majority_vote_score,popv_prediction,popv_prediction_score,popv_prediction_depth,popv_prediction_onclass_relative_depth,popv_parent,hra_prediction,Organ_Level,Organ_ID,Annotation_Label_ID,CL_Label,clid,match_type,gene_expr
D29.1_1,unknown_query,unknown,False,query,48196.0,unknown,4,14,pancreatic A cell,0.8666666666666667,pancreatic A cell,0.99916995,pancreatic A cell,0.9072581468247037,pancreatic A cell,0.84,pancreatic A cell,0.9853758556782896,pancreatic A cell,5,pancreatic A cell,5,5,nan,type A enteroendocrine cell,pancreatic A cell,pancreas,UBERON:0001264,PV:0000222,pancreatic A cell,CL:0000171,skos:exactMatch,"[{""gene_id"": ""ASCTB-TEMP:gcg"", ""gene_label"": ""GCG"", ""ensembl_id"": ""GCG"", ""mean_gene_expr_value"": 7.663421274161657}, {""gene_id"": ""ASCTB-TEMP:gc"", ""gene_label"": ""GC"", ""ensembl_id"": ""GC"", ""mean_gene_expr_value"": 3.686988884927704}, {""gene_id"": ""ASCTB-TEMP:kctd12"", ""gene_label"": ""KCTD12"", ""ensembl_id"": ""KCTD12"", ""mean_gene_expr_value"": 2.4056703440532408}, {""gene_id"": ""ASCTB-TEMP:ttr"", ""gene_label"": ""TTR"", ""ensembl_id"": ""TTR"", ""mean_gene_expr_value"": 7.061774994281898}, {""gene_id"": ""ASCTB-TEMP:tm4sf4"", ""gene_label"": ""TM4SF4"", ""ensembl_id"": ""TM4SF4"", ""mean_gene_expr_value"": 3.4143210748395}, {""gene_id"": ""ASCTB-TEMP:pcsk2"", ""gene_label"": ""PCSK2"", ""ensembl_id"": ""PCSK2"", ""mean_gene_expr_value"": 5.356862216320677}, {""gene_id"": ""ASCTB-TEMP:cryba2"", ""gene_label"": ""CRYBA2"", ""ensembl_id"": ""CRYBA2"", ""mean_gene_expr_value"": 1.3258150295392324}, {""gene_id"": ""ASCTB-TEMP:tmem176a"", ""gene_label"": ""TMEM176A"", ""ensembl_id"": ""TMEM176A"", ""mean_gene_expr_value"": 2.0538571257837184}, {""gene_id"": ""ASCTB-TEMP:tmem176b"", ""gene_label"": ""TMEM176B"", ""ensembl_id"": ""TMEM176B"", ""mean_gene_expr_value"": 3.4393186758181966}, {""gene_id"": ""ASCTB-TEMP:slc38a4"", ""gene_label"": ""SLC38A4"", ""ensembl_id"": ""SLC38A4"", ""mean_gene_expr_value"": 1.257754027473828}]"
D29.1_2,unknown_query,unknown,False,query,17879.0,unknown,4,14,endothelial cell,1.0,endothelial cell,0.99949276,endothelial cell,0.905825759906963,endothelial cell,0.43,endothelial cell,0.9987918853947672,endothelial cell,5,endothelial cell,5,5,nan,endothelial cell,endothelial cell,pancreas,UBERON:0001264,PV:0000217,endothelial cell,CL:0000115,skos:exactMatch,"[{""gene_id"": ""ASCTB-TEMP:fmnl3"", ""gene_label"": ""FMNL3"", ""ensembl_id"": ""FMNL3"", ""mean_gene_expr_value"": 3.155697159173567}, {""gene_id"": ""ASCTB-TEMP:ptprb"", ""gene_label"": ""PTPRB"", ""ensembl_id"": ""PTPRB"", ""mean_gene_expr_value"": 3.350584145888987}, {""gene_id"": ""ASCTB-TEMP:sox18"", ""gene_label"": ""SOX18"", ""ensembl_id"": ""SOX18"", ""mean_gene_expr_value"": 4.032552803869966}, {""gene_id"": ""ASCTB-TEMP:ifitm2"", ""gene_label"": ""IFITM2"", ""ensembl_id"": ""IFITM2"", ""mean_gene_expr_value"": 4.864885287794101}, {""gene_id"": ""ASCTB-TEMP:thbs1"", ""gene_label"": ""THBS1"", ""ensembl_id"": ""THBS1"", ""mean_gene_expr_value"": 4.556665484115273}, {""gene_id"": ""ASCTB-TEMP:heg1"", ""gene_label"": ""HEG1"", ""ensembl_id"": ""HEG1"", ""mean_gene_expr_value"": 3.7935867163232997}, {""gene_id"": ""ASCTB-TEMP:prex1"", ""gene_label"": ""PREX1"", ""ensembl_id"": ""PREX1"", ""mean_gene_expr_value"": 1.7036355633474605}, {""gene_id"": ""ASCTB-TEMP:igfbp7"", ""gene_label"": ""IGFBP7"", ""ensembl_id"": ""IGFBP7"", ""mean_gene_expr_value"": 6.198788791871562}, {""gene_id"": ""ASCTB-TEMP:slc7a6"", ""gene_label"": ""SLC7A6"", ""ensembl_id"": ""SLC7A6"", ""mean_gene_expr_value"": 2.272430525670848}, {""gene_id"": ""ASCTB-TEMP:lamc1"", ""gene_label"": ""LAMC1"", ""ensembl_id"": ""LAMC1"", ""mean_gene_expr_value"": 3.65897743516886}]"
D29.1_3,unknown_query,unknown,False,query,7985.0,unknown,4,14,pancreatic A cell,1.0,pancreatic PP cell,0.99914837,pancreatic A cell,0.3758732644077645,type B pancreatic cell,0.35,pancreatic PP cell,0.7499149847649003,pancreatic A cell,2,pancreatic A cell,2,5,nan,pancreatic endocrine cell,pancreatic A cell,pancreas,UBERON:0001264,PV:0000222,pancreatic A cell,CL:0000171,skos:exactMatch,"[{""gene_id"": ""ASCTB-TEMP:gcg"", ""gene_label"": ""GCG"", ""ensembl_id"": ""GCG"", ""mean_gene_expr_value"": 7.663421274161657}, {""gene_id"": ""ASCTB-TEMP:gc"", ""gene_label"": ""GC"", ""ensembl_id"": ""GC"", ""mean_gene_expr_value"": 3.686988884927704}, {""gene_id"": ""ASCTB-TEMP:kctd12"", ""gene_label"": ""KCTD12"", ""ensembl_id"": ""KCTD12"", ""mean_gene_expr_value"": 2.4056703440532408}, {""gene_id"": ""ASCTB-TEMP:ttr"", ""gene_label"": ""TTR"", ""ensembl_id"": ""TTR"", ""mean_gene_expr_value"": 7.061774994281898}, {""gene_id"": ""ASCTB-TEMP:tm4sf4"", ""gene_label"": ""TM4SF4"", ""ensembl_id"": ""TM4SF4"", ""mean_gene_expr_value"": 3.4143210748395}, {""gene_id"": ""ASCTB-TEMP:pcsk2"", ""gene_label"": ""PCSK2"", ""ensembl_id"": ""PCSK2"", ""mean_gene_expr_value"": 5.356862216320677}, {""gene_id"": ""ASCTB-TEMP:cryba2"", ""gene_label"": ""CRYBA2"", ""ensembl_id"": ""CRYBA2"", ""mean_gene_expr_value"": 1.3258150295392324}, {""gene_id"": ""ASCTB-TEMP:tmem176a"", ""gene_label"": ""TMEM176A"", ""ensembl_id"": ""TMEM176A"", ""mean_gene_expr_value"": 2.0538571257837184}, {""gene_id"": ""ASCTB-TEMP:tmem176b"", ""gene_label"": ""TMEM176B"", ""ensembl_id"": ""TMEM176B"", ""mean_gene_expr_value"": 3.4393186758181966}, {""gene_id"": ""ASCTB-TEMP:slc38a4"", ""gene_label"": ""SLC38A4"", ""ensembl_id"": ""SLC38A4"", ""mean_gene_expr_value"": 1.257754027473828}]"
D29.1_4,unknown_query,unknown,False,query,8585.0,unknown,4,14,pancreatic A cell,1.0,pancreatic A cell,0.898249,pancreatic A cell,0.8427186760031804,pancreatic A cell,0.77,pancreatic A cell,0.9511459206536924,pancreatic A cell,5,pancreatic A cell,5,5,nan,type A enteroendocrine cell,pancreatic A cell,pancreas,UBERON:0001264,PV:0000222,pancreatic A cell,CL:0000171,skos:exactMatch,"[{""gene_id"": ""ASCTB-TEMP:gcg"", ""gene_label"": ""GCG"", ""ensembl_id"": ""GCG"", ""mean_gene_expr_value"": 7.663421274161657}, {""gene_id"": ""ASCTB-TEMP:gc"", ""gene_label"": ""GC"", ""ensembl_id"": ""GC"", ""mean_gene_expr_value"": 3.686988884927704}, {""gene_id"": ""ASCTB-TEMP:kctd12"", ""gene_label"": ""KCTD12"", ""ensembl_id"": ""KCTD12"", ""mean_gene_expr_value"": 2.4056703440532408}, {""gene_id"": ""ASCTB-TEMP:ttr"", ""gene_label"": ""TTR"", ""ensembl_id"": ""TTR"", ""mean_gene_expr_value"": 7.061774994281898}, {""gene_id"": ""ASCTB-TEMP:tm4sf4"", ""gene_label"": ""TM4SF4"", ""ensembl_id"": ""TM4SF4"", ""mean_gene_expr_value"": 3.4143210748395}, {""gene_id"": ""ASCTB-TEMP:pcsk2"", ""gene_label"": ""PCSK2"", ""ensembl_id"": ""PCSK2"", ""mean_gene_expr_value"": 5.356862216320677}, {""gene_id"": ""ASCTB-TEMP:cryba2"", ""gene_label"": ""CRYBA2"", ""ensembl_id"": ""CRYBA2"", ""mean_gene_expr_value"": 1.3258150295392324}, {""gene_id"": ""ASCTB-TEMP:tmem176a"", ""gene_label"": ""TMEM176A"", ""ensembl_id"": ""TMEM176A"", ""mean_gene_expr_value"": 2.0538571257837184}, {""gene_id"": ""ASCTB-TEMP:tmem176b"", ""gene_label"": ""TMEM176B"", ""ensembl_id"": ""TMEM176B"", ""mean_gene_expr_value"": 3.4393186758181966}, {""gene_id"": ""ASCTB-TEMP:slc38a4"", ""gene_label"": ""SLC38A4"", ""ensembl_id"": ""SLC38A4"", ""mean_gene_expr_value"": 1.257754027473828}]"
D29.1_6,unknown_query,unknown,False,query,20363.0,unknown,4,14,pancreatic A cell,1.0,pancreatic PP cell,0.93108517,pancreatic A cell,0.9159583616446977,pancreatic A cell,0.81,pancreatic A cell,0.9873714655343665,pancreatic A cell,4,pancreatic A cell,4,5,nan,type A enteroendocrine cell,pancreatic A cell,pancreas,UBERON:0001264,PV:0000222,pancreatic A cell,CL:0000171,skos:exactMatch,"[{""gene_id"": ""ASCTB-TEMP:gcg"", ""gene_label"": ""GCG"", ""ensembl_id"": ""GCG"", ""mean_gene_expr_value"": 7.663421274161657}, {""gene_id"": ""ASCTB-TEMP:gc"", ""gene_label"": ""GC"", ""ensembl_id"": ""GC"", ""mean_gene_expr_value"": 3.686988884927704}, {""gene_id"": ""ASCTB-TEMP:kctd12"", ""gene_label"": ""KCTD12"", ""ensembl_id"": ""KCTD12"", ""mean_gene_expr_value"": 2.4056703440532408}, {""gene_id"": ""ASCTB-TEMP:ttr"", ""gene_label"": ""TTR"", ""ensembl_id"": ""TTR"", ""mean_gene_expr_value"": 7.061774994281898}, {""gene_id"": ""ASCTB-TEMP:tm4sf4"", ""gene_label"": ""TM4SF4"", ""ensembl_id"": ""TM4SF4"", ""mean_gene_expr_value"": 3.4143210748395}, {""gene_id"": ""ASCTB-TEMP:pcsk2"", ""gene_label"": ""PCSK2"", ""ensembl_id"": ""PCSK2"", ""mean_gene_expr_value"": 5.356862216320677}, {""gene_id"": ""ASCTB-TEMP:cryba2"", ""gene_label"": ""CRYBA2"", ""ensembl_id"": ""CRYBA2"", ""mean_gene_expr_value"": 1.3258150295392324}, {""gene_id"": ""ASCTB-TEMP:tmem176a"", ""gene_label"": ""TMEM176A"", ""ensembl_id"": ""TMEM176A"", ""mean_gene_expr_value"": 2.0538571257837184}, {""gene_id"": ""ASCTB-TEMP:tmem176b"", ""gene_label"": ""TMEM176B"", ""ensembl_id"": ""TMEM176B"", ""mean_gene_expr_value"": 3.4393186758181966}, {""gene_id"": ""ASCTB-TEMP:slc38a4"", ""gene_label"": ""SLC38A4"", ""ensembl_id"": ""SLC38A4"", ""mean_gene_expr_value"": 1.257754027473828}]"
D29.1_7,unknown_query,unknown,False,query,21624.0,unknown,4,14,pancreatic A cell,1.0,pancreatic A cell,0.96103543,pancreatic A cell,0.8644033623667701,pancreatic A cell,0.69,pancreatic A cell,0.9422505458358185,pancreatic A cell,5,pancreatic A cell,5,5,nan,type A enteroendocrine cell,pancreatic A cell,pancreas,UBERON:0001264,PV:0000222,pancreatic A cell,CL:0000171,skos:exactMatch,"[{""gene_id"": ""ASCTB-TEMP:gcg"", ""gene_label"": ""GCG"", ""ensembl_id"": ""GCG"", ""mean_gene_expr_value"": 7.663421274161657}, {""gene_id"": ""ASCTB-TEMP:gc"", ""gene_label"": ""GC"", ""ensembl_id"": ""GC"", ""mean_gene_expr_value"": 3.686988884927704}, {""gene_id"": ""ASCTB-TEMP:kctd12"", ""gene_label"": ""KCTD12"", ""ensembl_id"": ""KCTD12"", ""mean_gene_expr_value"": 2.4056703440532408}, {""gene_id"": ""ASCTB-TEMP:ttr"", ""gene_label"": ""TTR"", ""ensembl_id"": ""TTR"", ""mean_gene_expr_value"": 7.061774994281898}, {""gene_id"": ""ASCTB-TEMP:tm4sf4"", ""gene_label"": ""TM4SF4"", ""ensembl_id"": ""TM4SF4"", ""mean_gene_expr_value"": 3.4143210748395}, {""gene_id"": ""ASCTB-TEMP:pcsk2"", ""gene_label"": ""PCSK2"", ""ensembl_id"": ""PCSK2"", ""mean_gene_expr_value"": 5.356862216320677}, {""gene_id"": ""ASCTB-TEMP:cryba2"", ""gene_label"": ""CRYBA2"", ""ensembl_id"": ""CRYBA2"", ""mean_gene_expr_value"": 1.3258150295392324}, {""gene_id"": ""ASCTB-TEMP:tmem176a"", ""gene_label"": ""TMEM176A"", ""ensembl_id"": ""TMEM176A"", ""mean_gene_expr_value"": 2.0538571257837184}, {""gene_id"": ""ASCTB-TEMP:tmem176b"", ""gene_label"": ""TMEM176B"", ""ensembl_id"": ""TMEM176B"", ""mean_gene_expr_value"": 3.4393186758181966}, {""gene_id"": ""ASCTB-TEMP:slc38a4"", ""gene_label"": ""SLC38A4"", ""ensembl_id"": ""SLC38A4"", ""mean_gene_expr_value"": 1.257754027473828}]"
D29.1_8,unknown_query,unknown,False,query,11750.0,unknown,4,14,type B pancreatic cell,0.6666666666666666,type B pancreatic cell,0.7490249,type B pancreatic cell,0.9279424275915618,type B pancreatic cell,0.42,type B pancreatic cell,0.9975950072074405,type B pancreatic cell,5,type B pancreatic cell,5,5,nan,type B pancreatic cell,type B pancreatic cell,pancreas,UBERON:0001264,PV:0000228,type B pancreatic cell,CL:0000169,skos:exactMatch,"[{""gene_id"": ""ASCTB-TEMP:hadh"", ""gene_label"": ""HADH"", ""ensembl_id"": ""HADH"", ""mean_gene_expr_value"": 4.0494967946573555}, {""gene_id"": ""ASCTB-TEMP:ins"", ""gene_label"": ""INS"", ""ensembl_id"": ""INS"", ""mean_gene_expr_value"": 4.608749754280421}, {""gene_id"": ""ASCTB-TEMP:syt13"", ""gene_label"": ""SYT13"", ""ensembl_id"": ""SYT13"", ""mean_gene_expr_value"": 2.896432856556103}, {""gene_id"": ""ASCTB-TEMP:sorl1"", ""gene_label"": ""SORL1"", ""ensembl_id"": ""SORL1"", ""mean_gene_expr_value"": 3.185184941481795}, {""gene_id"": ""ASCTB-TEMP:pdx1"", ""gene_label"": ""PDX1"", ""ensembl_id"": ""PDX1"", ""mean_gene_expr_value"": 3.037010100170553}, {""gene_id"": ""ASCTB-TEMP:scd5"", ""gene_label"": ""SCD5"", ""ensembl_id"": ""SCD5"", ""mean_gene_expr_value"": 2.8938767801718797}, {""gene_id"": ""ASCTB-TEMP:iapp"", ""gene_label"": ""IAPP"", ""ensembl_id"": ""IAPP"", ""mean_gene_expr_value"": 5.2940526172947235}, {""gene_id"": ""ASCTB-TEMP:mafa"", ""gene_label"": ""MAFA"", ""ensembl_id"": ""MAFA"", ""mean_gene_expr_value"": 2.646156205102854}, {""gene_id"": ""ASCTB-TEMP:pcsk1"", ""gene_label"": ""PCSK1"", ""ensembl_id"": ""PCSK1"", ""mean_gene_expr_value"": 3.894781765281646}, {""gene_id"": ""ASCTB-TEMP:pfkfb2"", ""gene_label"": ""PFKFB2"", ""ensembl_id"": ""PFKFB2"", ""mean_gene_expr_value"": 2.3941249378549947}]"
D29.1_11,unknown_query,unknown,False,query,31329.0,unknown,4,14,pancreatic A cell,0.8,pancreatic A cell,0.99611914,pancreatic A cell,0.9251184699469155,pancreatic A cell,0.84,pancreatic A cell,0.992528547502205,pancreatic A cell,5,pancreatic A cell,5,5,nan,type A enteroendocrine cell,pancreatic A cell,pancreas,UBERON:0001264,PV:0000222,pancreatic A cell,CL:0000171,skos:exactMatch,"[{""gene_id"": ""ASCTB-TEMP:gcg"", ""gene_label"": ""GCG"", ""ensembl_id"": ""GCG"", ""mean_gene_expr_value"": 7.663421274161657}, {""gene_id"": ""ASCTB-TEMP:gc"", ""gene_label"": ""GC"", ""ensembl_id"": ""GC"", ""mean_gene_expr_value"": 3.686988884927704}, {""gene_id"": ""ASCTB-TEMP:kctd12"", ""gene_label"": ""KCTD12"", ""ensembl_id"": ""KCTD12"", ""mean_gene_expr_value"": 2.4056703440532408}, {""gene_id"": ""ASCTB-TEMP:ttr"", ""gene_label"": ""TTR"", ""ensembl_id"": ""TTR"", ""mean_gene_expr_value"": 7.061774994281898}, {""gene_id"": ""ASCTB-TEMP:tm4sf4"", ""gene_label"": ""TM4SF4"", ""ensembl_id"": ""TM4SF4"", ""mean_gene_expr_value"": 3.4143210748395}, {""gene_id"": ""ASCTB-TEMP:pcsk2"", ""gene_label"": ""PCSK2"", ""ensembl_id"": ""PCSK2"", ""mean_gene_expr_value"": 5.356862216320677}, {""gene_id"": ""ASCTB-TEMP:cryba2"", ""gene_label"": ""CRYBA2"", ""ensembl_id"": ""CRYBA2"", ""mean_gene_expr_value"": 1.3258150295392324}, {""gene_id"": ""ASCTB-TEMP:tmem176a"", ""gene_label"": ""TMEM176A"", ""ensembl_id"": ""TMEM176A"", ""mean_gene_expr_value"": 2.0538571257837184}, {""gene_id"": ""ASCTB-TEMP:tmem176b"", ""gene_label"": ""TMEM176B"", ""ensembl_id"": ""TMEM176B"", ""mean_gene_expr_value"": 3.4393186758181966}, {""gene_id"": ""ASCTB-TEMP:slc38a4"", ""gene_label"": ""SLC38A4"", ""ensembl_id"": ""SLC38A4"", ""mean_gene_expr_value"": 1.257754027473828}]"
D29.1_12,unknown_query,unknown,False,query,10714.0,unknown,4,14,pancreatic PP cell,0.4666666666666667,pancreatic PP cell,0.9997763,pancreatic PP cell,0.8245568117541378,pancreatic PP cell,0.61,pancreatic PP cell,0.9998032555648462,pancreatic PP cell,5,pancreatic PP cell,5,5,nan,pancreatic PP cell,pancreatic PP cell,pancreas,UBERON:0001264,PV:0000223,pancreatic PP cell,CL:0002275,skos:exactMatch,"[{""gene_id"": ""ASCTB-TEMP:ppy"", ""gene_label"": ""PPY"", ""ensembl_id"": ""PPY"", ""mean_gene_expr_value"": 6.293533155745921}, {""gene_id"": ""ASCTB-TEMP:abcc9"", ""gene_label"": ""ABCC9"", ""ensembl_id"": ""ABCC9"", ""mean_gene_expr_value"": 2.14133338702215}, {""gene_id"": ""ASCTB-TEMP:gad2"", ""gene_label"": ""GAD2"", ""ensembl_id"": ""GAD2"", ""mean_gene_expr_value"": 3.1125607830769892}, {""gene_id"": ""ASCTB-TEMP:meis2"", ""gene_label"": ""MEIS2"", ""ensembl_id"": ""MEIS2"", ""mean_gene_expr_value"": 2.696370283974173}, {""gene_id"": ""ASCTB-TEMP:aqp3"", ""gene_label"": ""AQP3"", ""ensembl_id"": ""AQP3"", ""mean_gene_expr_value"": 2.2420500370948884}, {""gene_id"": ""ASCTB-TEMP:thsd7a"", ""gene_label"": ""THSD7A"", ""ensembl_id"": ""THSD7A"", ""mean_gene_expr_value"": 1.4545752124434588}, {""gene_id"": ""ASCTB-TEMP:malat1"", ""gene_label"": ""MALAT1"", ""ensembl_id"": ""MALAT1"", ""mean_gene_expr_value"": 7.166490423276182}, {""gene_id"": ""ASCTB-TEMP:egr1"", ""gene_label"": ""EGR1"", ""ensembl_id"": ""EGR1"", ""mean_gene_expr_value"": 2.8125027271552256}, {""gene_id"": ""ASCTB-TEMP:map1b"", ""gene_label"": ""MAP1B"", ""ensembl_id"": ""MAP1B"", ""mean_gene_expr_value"": 3.2295912500650927}, {""gene_id"": ""ASCTB-TEMP:mir7-3hg"", ""gene_label"": ""MIR7-3HG"", ""ensembl_id"": ""MIR7-3HG"", ""mean_gene_expr_value"": 2.3535356573176234}]"
D29.1_13,unknown_query,unknown,False,query,18160.0,unknown,4,14,pancreatic A cell,1.0,pancreatic A cell,0.9789362,pancreatic A cell,0.9046668564828131,pancreatic A cell,0.86,pancreatic A cell,0.9923750915103698,pancreatic A cell,5,pancreatic A cell,5,5,nan,type A enteroendocrine cell,pancreatic A cell,pancreas,UBERON:0001264,PV:0000222,pancreatic A cell,CL:0000171,skos:exactMatch,"[{""gene_id"": ""ASCTB-TEMP:gcg"", ""gene_label"": ""GCG"", ""ensembl_id"": ""GCG"", ""mean_gene_expr_value"": 7.663421274161657}, {""gene_id"": ""ASCTB-TEMP:gc"", ""gene_label"": ""GC"", ""ensembl_id"": ""GC"", ""mean_gene_expr_value"": 3.686988884927704}, {""gene_id"": ""ASCTB-TEMP:kctd12"", ""gene_label"": ""KCTD12"", ""ensembl_id"": ""KCTD12"", ""mean_gene_expr_value"": 2.4056703440532408}, {""gene_id"": ""ASCTB-TEMP:ttr"", ""gene_label"": ""TTR"", ""ensembl_id"": ""TTR"", ""mean_gene_expr_value"": 7.061774994281898}, {""gene_id"": ""ASCTB-TEMP:tm4sf4"", ""gene_label"": ""TM4SF4"", ""ensembl_id"": ""TM4SF4"", ""mean_gene_expr_value"": 3.4143210748395}, {""gene_id"": ""ASCTB-TEMP:pcsk2"", ""gene_label"": ""PCSK2"", ""ensembl_id"": ""PCSK2"", ""mean_gene_expr_value"": 5.356862216320677}, {""gene_id"": ""ASCTB-TEMP:cryba2"", ""gene_label"": ""CRYBA2"", ""ensembl_id"": ""CRYBA2"", ""mean_gene_expr_value"": 1.3258150295392324}, {""gene_id"": ""ASCTB-TEMP:tmem176a"", ""gene_label"": ""TMEM176A"", ""ensembl_id"": ""TMEM176A"", ""mean_gene_expr_value"": 2.0538571257837184}, {""gene_id"": ""ASCTB-TEMP:tmem176b"", ""gene_label"": ""TMEM176B"", ""ensembl_id"": ""TMEM176B"", ""mean_gene_expr_value"": 3.4393186758181966}, {""gene_id"": ""ASCTB-TEMP:slc38a4"", ""gene_label"": ""SLC38A4"", ""ensembl_id"": ""SLC38A4"", ""mean_gene_expr_value"": 1.257754027473828}]"
