,_batch_annotation,_labels_annotation,_ref_subsample,_dataset,n_counts,subsampled_labels,_scvi_batch,_scvi_labels,popv_knn_on_scvi_prediction,popv_knn_on_scvi_prediction_probabilities,popv_scanvi_prediction,popv_scanvi_prediction_probabilities,popv_svm_prediction,popv_svm_prediction_probabilities,popv_rf_prediction,popv_rf_prediction_probabilities,popv_celltypist_prediction,popv_celltypist_prediction_probabilities,popv_majority_vote_prediction,popv_majority_vote_score,popv_prediction,popv_prediction_score,popv_prediction_depth,popv_prediction_onclass_relative_depth,popv_parent,hra_prediction,Organ_Level,Organ_ID,Annotation_Label_ID,CL_Label,clid,match_type,gene_expr
D28.1_1,unknown_query,unknown,False,query,70799.0,unknown,4,14,pancreatic A cell,1.0,pancreatic A cell,0.9767556,pancreatic A cell,0.921299552319146,pancreatic A cell,0.77,pancreatic A cell,0.9786535245222595,pancreatic A cell,5,pancreatic A cell,5,5,nan,type A enteroendocrine cell,pancreatic A cell,pancreas,UBERON:0001264,PV:0000222,pancreatic A cell,CL:0000171,skos:exactMatch,"[{""gene_id"": ""ASCTB-TEMP:ttr"", ""gene_label"": ""TTR"", ""ensembl_id"": ""TTR"", ""mean_gene_expr_value"": 7.080522613511317}, {""gene_id"": ""ASCTB-TEMP:gcg"", ""gene_label"": ""GCG"", ""ensembl_id"": ""GCG"", ""mean_gene_expr_value"": 8.11210631539044}, {""gene_id"": ""ASCTB-TEMP:pcsk2"", ""gene_label"": ""PCSK2"", ""ensembl_id"": ""PCSK2"", ""mean_gene_expr_value"": 4.702214944351208}, {""gene_id"": ""ASCTB-TEMP:chgb"", ""gene_label"": ""CHGB"", ""ensembl_id"": ""CHGB"", ""mean_gene_expr_value"": 4.522669876514101}, {""gene_id"": ""ASCTB-TEMP:tm4sf4"", ""gene_label"": ""TM4SF4"", ""ensembl_id"": ""TM4SF4"", ""mean_gene_expr_value"": 3.556984018192272}, {""gene_id"": ""ASCTB-TEMP:rgs4"", ""gene_label"": ""RGS4"", ""ensembl_id"": ""RGS4"", ""mean_gene_expr_value"": 2.7034189069137775}, {""gene_id"": ""ASCTB-TEMP:scg5"", ""gene_label"": ""SCG5"", ""ensembl_id"": ""SCG5"", ""mean_gene_expr_value"": 3.723953332887811}, {""gene_id"": ""ASCTB-TEMP:slc38a4"", ""gene_label"": ""SLC38A4"", ""ensembl_id"": ""SLC38A4"", ""mean_gene_expr_value"": 1.4753176454910988}, {""gene_id"": ""ASCTB-TEMP:kctd12"", ""gene_label"": ""KCTD12"", ""ensembl_id"": ""KCTD12"", ""mean_gene_expr_value"": 3.125711529940801}, {""gene_id"": ""ASCTB-TEMP:mafb"", ""gene_label"": ""MAFB"", ""ensembl_id"": ""MAFB"", ""mean_gene_expr_value"": 2.4869696205587277}]"
D28.1_2,unknown_query,unknown,False,query,29831.0,unknown,4,14,endothelial cell,1.0,endothelial cell,0.99960977,endothelial cell,0.8834571654902102,endothelial cell,0.38,endothelial cell,0.9977924827800442,endothelial cell,5,endothelial cell,5,5,nan,endothelial cell,endothelial cell,pancreas,UBERON:0001264,PV:0000217,endothelial cell,CL:0000115,skos:exactMatch,"[{""gene_id"": ""ASCTB-TEMP:col4a2"", ""gene_label"": ""COL4A2"", ""ensembl_id"": ""COL4A2"", ""mean_gene_expr_value"": 4.731362726288688}, {""gene_id"": ""ASCTB-TEMP:sparc"", ""gene_label"": ""SPARC"", ""ensembl_id"": ""SPARC"", ""mean_gene_expr_value"": 5.020238198343117}, {""gene_id"": ""ASCTB-TEMP:prex1"", ""gene_label"": ""PREX1"", ""ensembl_id"": ""PREX1"", ""mean_gene_expr_value"": 2.089764250584487}, {""gene_id"": ""ASCTB-TEMP:cd93"", ""gene_label"": ""CD93"", ""ensembl_id"": ""CD93"", ""mean_gene_expr_value"": 4.183986017269836}, {""gene_id"": ""ASCTB-TEMP:rasgrp3"", ""gene_label"": ""RASGRP3"", ""ensembl_id"": ""RASGRP3"", ""mean_gene_expr_value"": 2.1106653714758306}, {""gene_id"": ""ASCTB-TEMP:esam"", ""gene_label"": ""ESAM"", ""ensembl_id"": ""ESAM"", ""mean_gene_expr_value"": 3.98352709027417}, {""gene_id"": ""ASCTB-TEMP:sox18"", ""gene_label"": ""SOX18"", ""ensembl_id"": ""SOX18"", ""mean_gene_expr_value"": 2.9005810294608385}, {""gene_id"": ""ASCTB-TEMP:pask"", ""gene_label"": ""PASK"", ""ensembl_id"": ""PASK"", ""mean_gene_expr_value"": 4.48070418897386}, {""gene_id"": ""ASCTB-TEMP:msn"", ""gene_label"": ""MSN"", ""ensembl_id"": ""MSN"", ""mean_gene_expr_value"": 3.2495575529323504}, {""gene_id"": ""ASCTB-TEMP:clec14a"", ""gene_label"": ""CLEC14A"", ""ensembl_id"": ""CLEC14A"", ""mean_gene_expr_value"": 3.000835630884862}]"
D28.1_3,unknown_query,unknown,False,query,10981.0,unknown,4,14,pancreatic A cell,0.9333333333333333,pancreatic PP cell,0.9986143,pancreatic A cell,0.6011988746336873,type B pancreatic cell,0.34,pancreatic PP cell,0.29568067400406994,pancreatic A cell,2,pancreatic A cell,2,5,nan,pancreatic endocrine cell,pancreatic A cell,pancreas,UBERON:0001264,PV:0000222,pancreatic A cell,CL:0000171,skos:exactMatch,"[{""gene_id"": ""ASCTB-TEMP:ttr"", ""gene_label"": ""TTR"", ""ensembl_id"": ""TTR"", ""mean_gene_expr_value"": 7.080522613511317}, {""gene_id"": ""ASCTB-TEMP:gcg"", ""gene_label"": ""GCG"", ""ensembl_id"": ""GCG"", ""mean_gene_expr_value"": 8.11210631539044}, {""gene_id"": ""ASCTB-TEMP:pcsk2"", ""gene_label"": ""PCSK2"", ""ensembl_id"": ""PCSK2"", ""mean_gene_expr_value"": 4.702214944351208}, {""gene_id"": ""ASCTB-TEMP:chgb"", ""gene_label"": ""CHGB"", ""ensembl_id"": ""CHGB"", ""mean_gene_expr_value"": 4.522669876514101}, {""gene_id"": ""ASCTB-TEMP:tm4sf4"", ""gene_label"": ""TM4SF4"", ""ensembl_id"": ""TM4SF4"", ""mean_gene_expr_value"": 3.556984018192272}, {""gene_id"": ""ASCTB-TEMP:rgs4"", ""gene_label"": ""RGS4"", ""ensembl_id"": ""RGS4"", ""mean_gene_expr_value"": 2.7034189069137775}, {""gene_id"": ""ASCTB-TEMP:scg5"", ""gene_label"": ""SCG5"", ""ensembl_id"": ""SCG5"", ""mean_gene_expr_value"": 3.723953332887811}, {""gene_id"": ""ASCTB-TEMP:slc38a4"", ""gene_label"": ""SLC38A4"", ""ensembl_id"": ""SLC38A4"", ""mean_gene_expr_value"": 1.4753176454910988}, {""gene_id"": ""ASCTB-TEMP:kctd12"", ""gene_label"": ""KCTD12"", ""ensembl_id"": ""KCTD12"", ""mean_gene_expr_value"": 3.125711529940801}, {""gene_id"": ""ASCTB-TEMP:mafb"", ""gene_label"": ""MAFB"", ""ensembl_id"": ""MAFB"", ""mean_gene_expr_value"": 2.4869696205587277}]"
D28.1_4,unknown_query,unknown,False,query,27495.0,unknown,4,14,pancreatic A cell,0.4666666666666667,type B pancreatic cell,0.9586997,type B pancreatic cell,0.8079740001233835,pancreatic A cell,0.35,type B pancreatic cell,0.9992354874436545,type B pancreatic cell,3,type B pancreatic cell,3,5,nan,type B pancreatic cell,type B pancreatic cell,pancreas,UBERON:0001264,PV:0000228,type B pancreatic cell,CL:0000169,skos:exactMatch,"[{""gene_id"": ""ASCTB-TEMP:uchl1"", ""gene_label"": ""UCHL1"", ""ensembl_id"": ""UCHL1"", ""mean_gene_expr_value"": 4.17408750776768}, {""gene_id"": ""ASCTB-TEMP:syt13"", ""gene_label"": ""SYT13"", ""ensembl_id"": ""SYT13"", ""mean_gene_expr_value"": 2.7824211926178015}, {""gene_id"": ""ASCTB-TEMP:cpe"", ""gene_label"": ""CPE"", ""ensembl_id"": ""CPE"", ""mean_gene_expr_value"": 4.283426552643159}, {""gene_id"": ""ASCTB-TEMP:map1b"", ""gene_label"": ""MAP1B"", ""ensembl_id"": ""MAP1B"", ""mean_gene_expr_value"": 3.379671222355915}, {""gene_id"": ""ASCTB-TEMP:scgn"", ""gene_label"": ""SCGN"", ""ensembl_id"": ""SCGN"", ""mean_gene_expr_value"": 3.80936639580919}, {""gene_id"": ""ASCTB-TEMP:chga"", ""gene_label"": ""CHGA"", ""ensembl_id"": ""CHGA"", ""mean_gene_expr_value"": 5.395781528875135}, {""gene_id"": ""ASCTB-TEMP:sec11c"", ""gene_label"": ""SEC11C"", ""ensembl_id"": ""SEC11C"", ""mean_gene_expr_value"": 3.7621327510363587}, {""gene_id"": ""ASCTB-TEMP:scg5"", ""gene_label"": ""SCG5"", ""ensembl_id"": ""SCG5"", ""mean_gene_expr_value"": 4.059507922656154}, {""gene_id"": ""ASCTB-TEMP:pnma2"", ""gene_label"": ""PNMA2"", ""ensembl_id"": ""PNMA2"", ""mean_gene_expr_value"": 2.404100691520818}, {""gene_id"": ""ASCTB-TEMP:ankh"", ""gene_label"": ""ANKH"", ""ensembl_id"": ""ANKH"", ""mean_gene_expr_value"": 2.2613143964951212}]"
D28.1_5,unknown_query,unknown,False,query,14607.0,unknown,4,14,pancreatic ductal cell,0.8666666666666667,pancreatic ductal cell,0.9989882,pancreatic ductal cell,0.8936888254647964,pancreatic PP cell,0.19,pancreatic ductal cell,0.978154537782818,pancreatic ductal cell,4,pancreatic ductal cell,4,6,nan,pancreatic ductal cell,pancreatic ductal cell,pancreas,UBERON:0001264,PV:0000225,pancreatic ductal cell,CL:0002079,skos:exactMatch,"[{""gene_id"": ""ASCTB-TEMP:tacstd2"", ""gene_label"": ""TACSTD2"", ""ensembl_id"": ""TACSTD2"", ""mean_gene_expr_value"": 4.115994512073408}, {""gene_id"": ""ASCTB-TEMP:krt7"", ""gene_label"": ""KRT7"", ""ensembl_id"": ""KRT7"", ""mean_gene_expr_value"": 2.8690677854685256}, {""gene_id"": ""ASCTB-TEMP:anxa2"", ""gene_label"": ""ANXA2"", ""ensembl_id"": ""ANXA2"", ""mean_gene_expr_value"": 4.263423434397812}, {""gene_id"": ""ASCTB-TEMP:cd24"", ""gene_label"": ""CD24"", ""ensembl_id"": ""CD24"", ""mean_gene_expr_value"": 5.476437189205473}, {""gene_id"": ""ASCTB-TEMP:tmsb4x"", ""gene_label"": ""TMSB4X"", ""ensembl_id"": ""TMSB4X"", ""mean_gene_expr_value"": 4.731600990180967}, {""gene_id"": ""ASCTB-TEMP:tpm1"", ""gene_label"": ""TPM1"", ""ensembl_id"": ""TPM1"", ""mean_gene_expr_value"": 3.45690448906761}, {""gene_id"": ""ASCTB-TEMP:s100a11"", ""gene_label"": ""S100A11"", ""ensembl_id"": ""S100A11"", ""mean_gene_expr_value"": 3.4515528287236275}, {""gene_id"": ""ASCTB-TEMP:krt8"", ""gene_label"": ""KRT8"", ""ensembl_id"": ""KRT8"", ""mean_gene_expr_value"": 2.7222151867138713}, {""gene_id"": ""ASCTB-TEMP:bace2"", ""gene_label"": ""BACE2"", ""ensembl_id"": ""BACE2"", ""mean_gene_expr_value"": 3.0009869031118304}, {""gene_id"": ""ASCTB-TEMP:myl12b"", ""gene_label"": ""MYL12B"", ""ensembl_id"": ""MYL12B"", ""mean_gene_expr_value"": 3.7988852405617233}]"
D28.1_13,unknown_query,unknown,False,query,21427.0,unknown,4,14,pancreatic ductal cell,1.0,pancreatic ductal cell,0.9997738,pancreatic ductal cell,0.9595929401549508,pancreatic ductal cell,0.75,pancreatic ductal cell,0.9999999799691985,pancreatic ductal cell,5,pancreatic ductal cell,5,6,nan,pancreatic ductal cell,pancreatic ductal cell,pancreas,UBERON:0001264,PV:0000225,pancreatic ductal cell,CL:0002079,skos:exactMatch,"[{""gene_id"": ""ASCTB-TEMP:tacstd2"", ""gene_label"": ""TACSTD2"", ""ensembl_id"": ""TACSTD2"", ""mean_gene_expr_value"": 4.115994512073408}, {""gene_id"": ""ASCTB-TEMP:krt7"", ""gene_label"": ""KRT7"", ""ensembl_id"": ""KRT7"", ""mean_gene_expr_value"": 2.8690677854685256}, {""gene_id"": ""ASCTB-TEMP:anxa2"", ""gene_label"": ""ANXA2"", ""ensembl_id"": ""ANXA2"", ""mean_gene_expr_value"": 4.263423434397812}, {""gene_id"": ""ASCTB-TEMP:cd24"", ""gene_label"": ""CD24"", ""ensembl_id"": ""CD24"", ""mean_gene_expr_value"": 5.476437189205473}, {""gene_id"": ""ASCTB-TEMP:tmsb4x"", ""gene_label"": ""TMSB4X"", ""ensembl_id"": ""TMSB4X"", ""mean_gene_expr_value"": 4.731600990180967}, {""gene_id"": ""ASCTB-TEMP:tpm1"", ""gene_label"": ""TPM1"", ""ensembl_id"": ""TPM1"", ""mean_gene_expr_value"": 3.45690448906761}, {""gene_id"": ""ASCTB-TEMP:s100a11"", ""gene_label"": ""S100A11"", ""ensembl_id"": ""S100A11"", ""mean_gene_expr_value"": 3.4515528287236275}, {""gene_id"": ""ASCTB-TEMP:krt8"", ""gene_label"": ""KRT8"", ""ensembl_id"": ""KRT8"", ""mean_gene_expr_value"": 2.7222151867138713}, {""gene_id"": ""ASCTB-TEMP:bace2"", ""gene_label"": ""BACE2"", ""ensembl_id"": ""BACE2"", ""mean_gene_expr_value"": 3.0009869031118304}, {""gene_id"": ""ASCTB-TEMP:myl12b"", ""gene_label"": ""MYL12B"", ""ensembl_id"": ""MYL12B"", ""mean_gene_expr_value"": 3.7988852405617233}]"
D28.1_15,unknown_query,unknown,False,query,68159.0,unknown,4,14,pancreatic A cell,1.0,pancreatic PP cell,0.9745234,pancreatic A cell,0.9222736115089658,pancreatic A cell,0.8,pancreatic A cell,0.9949336749224629,pancreatic A cell,4,pancreatic A cell,4,5,nan,type A enteroendocrine cell,pancreatic A cell,pancreas,UBERON:0001264,PV:0000222,pancreatic A cell,CL:0000171,skos:exactMatch,"[{""gene_id"": ""ASCTB-TEMP:ttr"", ""gene_label"": ""TTR"", ""ensembl_id"": ""TTR"", ""mean_gene_expr_value"": 7.080522613511317}, {""gene_id"": ""ASCTB-TEMP:gcg"", ""gene_label"": ""GCG"", ""ensembl_id"": ""GCG"", ""mean_gene_expr_value"": 8.11210631539044}, {""gene_id"": ""ASCTB-TEMP:pcsk2"", ""gene_label"": ""PCSK2"", ""ensembl_id"": ""PCSK2"", ""mean_gene_expr_value"": 4.702214944351208}, {""gene_id"": ""ASCTB-TEMP:chgb"", ""gene_label"": ""CHGB"", ""ensembl_id"": ""CHGB"", ""mean_gene_expr_value"": 4.522669876514101}, {""gene_id"": ""ASCTB-TEMP:tm4sf4"", ""gene_label"": ""TM4SF4"", ""ensembl_id"": ""TM4SF4"", ""mean_gene_expr_value"": 3.556984018192272}, {""gene_id"": ""ASCTB-TEMP:rgs4"", ""gene_label"": ""RGS4"", ""ensembl_id"": ""RGS4"", ""mean_gene_expr_value"": 2.7034189069137775}, {""gene_id"": ""ASCTB-TEMP:scg5"", ""gene_label"": ""SCG5"", ""ensembl_id"": ""SCG5"", ""mean_gene_expr_value"": 3.723953332887811}, {""gene_id"": ""ASCTB-TEMP:slc38a4"", ""gene_label"": ""SLC38A4"", ""ensembl_id"": ""SLC38A4"", ""mean_gene_expr_value"": 1.4753176454910988}, {""gene_id"": ""ASCTB-TEMP:kctd12"", ""gene_label"": ""KCTD12"", ""ensembl_id"": ""KCTD12"", ""mean_gene_expr_value"": 3.125711529940801}, {""gene_id"": ""ASCTB-TEMP:mafb"", ""gene_label"": ""MAFB"", ""ensembl_id"": ""MAFB"", ""mean_gene_expr_value"": 2.4869696205587277}]"
D28.1_17,unknown_query,unknown,False,query,46469.0,unknown,4,14,pancreatic A cell,1.0,pancreatic PP cell,0.623999,pancreatic A cell,0.9068337153821406,pancreatic A cell,0.73,pancreatic A cell,0.9860314307174697,pancreatic A cell,4,pancreatic A cell,4,5,nan,type A enteroendocrine cell,pancreatic A cell,pancreas,UBERON:0001264,PV:0000222,pancreatic A cell,CL:0000171,skos:exactMatch,"[{""gene_id"": ""ASCTB-TEMP:ttr"", ""gene_label"": ""TTR"", ""ensembl_id"": ""TTR"", ""mean_gene_expr_value"": 7.080522613511317}, {""gene_id"": ""ASCTB-TEMP:gcg"", ""gene_label"": ""GCG"", ""ensembl_id"": ""GCG"", ""mean_gene_expr_value"": 8.11210631539044}, {""gene_id"": ""ASCTB-TEMP:pcsk2"", ""gene_label"": ""PCSK2"", ""ensembl_id"": ""PCSK2"", ""mean_gene_expr_value"": 4.702214944351208}, {""gene_id"": ""ASCTB-TEMP:chgb"", ""gene_label"": ""CHGB"", ""ensembl_id"": ""CHGB"", ""mean_gene_expr_value"": 4.522669876514101}, {""gene_id"": ""ASCTB-TEMP:tm4sf4"", ""gene_label"": ""TM4SF4"", ""ensembl_id"": ""TM4SF4"", ""mean_gene_expr_value"": 3.556984018192272}, {""gene_id"": ""ASCTB-TEMP:rgs4"", ""gene_label"": ""RGS4"", ""ensembl_id"": ""RGS4"", ""mean_gene_expr_value"": 2.7034189069137775}, {""gene_id"": ""ASCTB-TEMP:scg5"", ""gene_label"": ""SCG5"", ""ensembl_id"": ""SCG5"", ""mean_gene_expr_value"": 3.723953332887811}, {""gene_id"": ""ASCTB-TEMP:slc38a4"", ""gene_label"": ""SLC38A4"", ""ensembl_id"": ""SLC38A4"", ""mean_gene_expr_value"": 1.4753176454910988}, {""gene_id"": ""ASCTB-TEMP:kctd12"", ""gene_label"": ""KCTD12"", ""ensembl_id"": ""KCTD12"", ""mean_gene_expr_value"": 3.125711529940801}, {""gene_id"": ""ASCTB-TEMP:mafb"", ""gene_label"": ""MAFB"", ""ensembl_id"": ""MAFB"", ""mean_gene_expr_value"": 2.4869696205587277}]"
D28.1_26,unknown_query,unknown,False,query,8724.0,unknown,4,14,endothelial cell,1.0,endothelial cell,0.9994318,endothelial cell,0.8143231749925566,endothelial cell,0.49,endothelial cell,0.9961333985159341,endothelial cell,5,endothelial cell,5,5,nan,endothelial cell,endothelial cell,pancreas,UBERON:0001264,PV:0000217,endothelial cell,CL:0000115,skos:exactMatch,"[{""gene_id"": ""ASCTB-TEMP:col4a2"", ""gene_label"": ""COL4A2"", ""ensembl_id"": ""COL4A2"", ""mean_gene_expr_value"": 4.731362726288688}, {""gene_id"": ""ASCTB-TEMP:sparc"", ""gene_label"": ""SPARC"", ""ensembl_id"": ""SPARC"", ""mean_gene_expr_value"": 5.020238198343117}, {""gene_id"": ""ASCTB-TEMP:prex1"", ""gene_label"": ""PREX1"", ""ensembl_id"": ""PREX1"", ""mean_gene_expr_value"": 2.089764250584487}, {""gene_id"": ""ASCTB-TEMP:cd93"", ""gene_label"": ""CD93"", ""ensembl_id"": ""CD93"", ""mean_gene_expr_value"": 4.183986017269836}, {""gene_id"": ""ASCTB-TEMP:rasgrp3"", ""gene_label"": ""RASGRP3"", ""ensembl_id"": ""RASGRP3"", ""mean_gene_expr_value"": 2.1106653714758306}, {""gene_id"": ""ASCTB-TEMP:esam"", ""gene_label"": ""ESAM"", ""ensembl_id"": ""ESAM"", ""mean_gene_expr_value"": 3.98352709027417}, {""gene_id"": ""ASCTB-TEMP:sox18"", ""gene_label"": ""SOX18"", ""ensembl_id"": ""SOX18"", ""mean_gene_expr_value"": 2.9005810294608385}, {""gene_id"": ""ASCTB-TEMP:pask"", ""gene_label"": ""PASK"", ""ensembl_id"": ""PASK"", ""mean_gene_expr_value"": 4.48070418897386}, {""gene_id"": ""ASCTB-TEMP:msn"", ""gene_label"": ""MSN"", ""ensembl_id"": ""MSN"", ""mean_gene_expr_value"": 3.2495575529323504}, {""gene_id"": ""ASCTB-TEMP:clec14a"", ""gene_label"": ""CLEC14A"", ""ensembl_id"": ""CLEC14A"", ""mean_gene_expr_value"": 3.000835630884862}]"
D28.1_29,unknown_query,unknown,False,query,115438.0,unknown,4,14,pancreatic A cell,1.0,pancreatic A cell,0.99919134,pancreatic A cell,0.92631613064323,pancreatic A cell,0.87,pancreatic A cell,0.9681249823474974,pancreatic A cell,5,pancreatic A cell,5,5,nan,type A enteroendocrine cell,pancreatic A cell,pancreas,UBERON:0001264,PV:0000222,pancreatic A cell,CL:0000171,skos:exactMatch,"[{""gene_id"": ""ASCTB-TEMP:ttr"", ""gene_label"": ""TTR"", ""ensembl_id"": ""TTR"", ""mean_gene_expr_value"": 7.080522613511317}, {""gene_id"": ""ASCTB-TEMP:gcg"", ""gene_label"": ""GCG"", ""ensembl_id"": ""GCG"", ""mean_gene_expr_value"": 8.11210631539044}, {""gene_id"": ""ASCTB-TEMP:pcsk2"", ""gene_label"": ""PCSK2"", ""ensembl_id"": ""PCSK2"", ""mean_gene_expr_value"": 4.702214944351208}, {""gene_id"": ""ASCTB-TEMP:chgb"", ""gene_label"": ""CHGB"", ""ensembl_id"": ""CHGB"", ""mean_gene_expr_value"": 4.522669876514101}, {""gene_id"": ""ASCTB-TEMP:tm4sf4"", ""gene_label"": ""TM4SF4"", ""ensembl_id"": ""TM4SF4"", ""mean_gene_expr_value"": 3.556984018192272}, {""gene_id"": ""ASCTB-TEMP:rgs4"", ""gene_label"": ""RGS4"", ""ensembl_id"": ""RGS4"", ""mean_gene_expr_value"": 2.7034189069137775}, {""gene_id"": ""ASCTB-TEMP:scg5"", ""gene_label"": ""SCG5"", ""ensembl_id"": ""SCG5"", ""mean_gene_expr_value"": 3.723953332887811}, {""gene_id"": ""ASCTB-TEMP:slc38a4"", ""gene_label"": ""SLC38A4"", ""ensembl_id"": ""SLC38A4"", ""mean_gene_expr_value"": 1.4753176454910988}, {""gene_id"": ""ASCTB-TEMP:kctd12"", ""gene_label"": ""KCTD12"", ""ensembl_id"": ""KCTD12"", ""mean_gene_expr_value"": 3.125711529940801}, {""gene_id"": ""ASCTB-TEMP:mafb"", ""gene_label"": ""MAFB"", ""ensembl_id"": ""MAFB"", ""mean_gene_expr_value"": 2.4869696205587277}]"
